epoch,step,wall_min,train_loss,val_acc,epoch_time,imgs_per_sec
30,-1,2.5314211010932923,0.121448,88.6200,5.07,9869
31,100,2.557133456071218,0.104860,,,
31,200,2.575335725148519,0.106514,,,
31,300,2.593373151620229,0.108612,,,
31,-1,2.620929479598999,0.111904,87.8600,5.10,9805
32,100,2.6420620481173196,0.096151,,,
32,200,2.6604304711023965,0.104384,,,
32,300,2.679189761479696,0.106993,,,
32,-1,2.705483384927114,0.106666,88.7500,5.07,9856
33,100,2.730348217487335,0.089000,,,
33,200,2.7470178445180258,0.088880,,,
33,300,2.7644872943560284,0.096338,,,
33,-1,2.789918533960978,0.098151,88.2700,4.80,10413
34,100,2.8121065696080527,0.091219,,,
34,200,2.830349846680959,0.091227,,,
34,300,2.847904920578003,0.092028,,,
34,-1,2.872607139746348,0.091723,88.7100,4.96,10078
