epoch,step,wall_min,train_loss,val_acc,epoch_time,imgs_per_sec
56,-1,5.013780907789866,0.012936,90.4800,5.22,9586
57,100,5.036833882331848,0.010528,,,
57,200,5.0553569038709005,0.012055,,,
57,300,5.074317256609599,0.011851,,,
57,-1,5.100941642125448,0.011743,90.4700,5.23,9561
58,100,5.123589352766673,0.016277,,,
58,200,5.14377373456955,0.014401,,,
58,300,5.16421803633372,0.014003,,,
58,-1,5.1907413204511,0.013789,90.3600,5.39,9280
59,100,5.2133753856023155,0.014137,,,
59,200,5.231460050741831,0.013962,,,
59,300,5.25079516172409,0.013690,,,
59,-1,5.278610340754191,0.014026,90.3500,5.27,9484
60,100,5.301674540837606,0.011133,,,
60,200,5.320976356665294,0.011879,,,
60,300,5.339648922284444,0.012089,,,
60,-1,5.366818980375926,0.012365,90.3700,5.29,9447
