epoch,step,wall_min,train_loss,val_acc,epoch_time,imgs_per_sec
1,100,0.0331141988436381,1.741788,,,
1,200,0.051949469248453777,1.560733,,,
1,300,0.0701114853223165,1.439215,,,
1,-1,0.09680617252985636,1.351966,59.7700,5.81,8608
2,100,0.12392486333847046,0.996530,,,
2,200,0.14327962001164754,0.961492,,,
2,300,0.16292012532552083,0.937685,,,
2,-1,0.19427823225657145,0.915191,69.1000,5.73,8729
3,100,0.22108952204386392,0.762594,,,
3,200,0.2402649164199829,0.768259,,,
3,300,0.2606750647226969,0.757172,,,
3,-1,0.2912027955055237,0.746053,76.1100,5.72,8743
4,100,0.3194521109263102,0.660342,,,
4,200,0.3385298411051432,0.659708,,,
4,300,0.3567481478055318,0.660294,,,
4,-1,0.3828649481137594,0.657979,75.8700,5.41,9250
5,100,0.4054593880971273,0.592351,,,
5,200,0.4247307618459066,0.592357,,,
5,300,0.4439543088277181,0.589648,,,
5,-1,0.4715845306714376,0.588722,79.4500,5.32,9393
6,100,0.4952009081840515,0.526716,,,
6,200,0.513488499323527,0.541697,,,
6,300,0.5326592445373535,0.538879,,,
6,-1,0.56003737449646,0.537646,81.5500,5.21,9594
7,100,0.5843494455019633,0.499287,,,
7,200,0.6030815919240315,0.495465,,,
7,300,0.6213158011436463,0.498103,,,
7,-1,0.6475501656532288,0.500597,81.7400,5.15,9701
8,100,0.6720744689305623,0.469224,,,
8,200,0.6910552541414897,0.462089,,,
8,300,0.7102189819018047,0.463090,,,
8,-1,0.7373426874478658,0.461798,81.9400,5.29,9447
9,100,0.7634684840838114,0.445360,,,
9,200,0.7832642197608948,0.437173,,,
9,300,0.8033977031707764,0.438476,,,
9,-1,0.8304440458615621,0.436496,82.4000,5.49,9102
10,100,0.8546047290166219,0.397165,,,
10,200,0.8728121519088745,0.406666,,,
10,300,0.8915990392367045,0.405886,,,
10,-1,0.9191112915674845,0.406469,83.0600,5.22,9581
11,100,0.9431740045547485,0.375327,,,
11,200,0.9620072364807128,0.376995,,,
11,300,0.9810370882352193,0.383095,,,
11,-1,1.01069624821345,0.383509,83.0200,5.40,9261
12,100,1.035860574245453,0.353267,,,
12,200,1.0551640272140503,0.351710,,,
12,300,1.0742907126744587,0.356561,,,
12,-1,1.1024502038955688,0.357974,83.2300,5.51,9082
13,100,1.127139405409495,0.323974,,,
13,200,1.148424537976583,0.335401,,,
13,300,1.16967933177948,0.338222,,,
13,-1,1.2003768722216288,0.337265,85.1100,5.78,8654
14,100,1.2263442715009054,0.302835,,,
14,200,1.2465426564216613,0.305432,,,
14,300,1.2669564525286356,0.309885,,,
14,-1,1.2938864429791768,0.313654,83.8800,5.51,9070
15,100,1.3174867272377013,0.286932,,,
