epoch,step,wall_min,train_loss,val_acc,epoch_time,imgs_per_sec
90,-1,2.1711364944775897,0.032350,74.8600,1.25,4010
91,-1,2.191969315210978,0.041242,75.0600,1.25,4000
92,-1,2.2136848251024883,0.037593,74.9200,1.30,3838
93,-1,2.2351253469785055,0.036755,75.1000,1.29,3887
94,-1,2.2559093395868937,0.095869,75.1700,1.25,4010
95,-1,2.2779757022857665,0.030566,75.0500,1.32,3777
96,-1,2.2998438398043315,0.022202,75.2300,1.31,3811
97,-1,2.32313266992569,0.077667,75.0900,1.40,3579
98,-1,2.3475223819414777,0.053156,74.9100,1.46,3417
99,-1,2.368651068210602,0.021280,75.4300,1.27,3944
100,-1,2.396133498350779,0.042493,75.1400,1.33,3761
